Tipo,Slot,Grupo,Ruta,Nombre,Main Algorithm,Alternative Algorithm,Alternative Algorithm 2,Target Slot,Set Up
Basic Algorithms,Back Left,Corner In Slot,F2L27_Back Left.png,F2L27,L (U' L' U L) U' L',,,,L U (L' U' L U) L'
Basic Algorithms,Back Left,Corner In Slot,F2L28_Back Left.png,F2L28,L U2 (L F' L' F) L',y R' (U R U' R') U R,,,L (F' L F L') U2 L'
Basic Algorithms,Back Left,Corner In Slot,F2L29_Back Left.png,F2L29,y R' U' (R U R' U') R,U2 (L U' L') (f' L' f),,,R' (U R U' R') U R y'
Basic Algorithms,Back Left,Corner In Slot,F2L30_Back Left.png,F2L30,L U (L' U' L U) L',U' L U2 (L' U2 L U) L',,,L (U' L' U L) U' L'
Basic Algorithms,Back Left,Edge In Slot,F2L31_Back Left.png,F2L31,L U' (L F' L' F) L',(f' L f) (U' L U' L'),,,L (F' L F L') U L'
Basic Algorithms,Back Left,Edge In Slot,F2L32_Back Left.png,F2L32,L U (L' U' L U) (L' U' L U) L',U L (U' L' U L) (U' L' U L) U' L',,,L (U' L' U L) (U' L' U L) U' L'
Basic Algorithms,Back Left,Edge In Slot,F2L33_Back Left.png,F2L33,(U' L U' L') U2 (L U' L'),(U' L U' L') U' (L U2 L'),,,(L U L') U2 (L U L' U)
Basic Algorithms,Back Left,Edge In Slot,F2L34_Back Left.png,F2L34,U L U (L' U2 L U) L',U L' D' (L U' L') D L,,,L U' (L' U2 L) U' L' U'
Basic Algorithms,Back Left,Edge In Slot,F2L35_Back Left.png,F2L35,U' (L U L' U) (f' L' f),U2 L (U L' U' L) (F U F') L',,,(f' L f) U' (L U' L' U)
Basic Algorithms,Back Left,Edge In Slot,F2L36_Back Left.png,F2L36,U (f' L' f) (U' L U L'),U2 (f' L' f) U (L U' L'),,,(L U' L' U) (f' L f) U'
Basic Algorithms,Back Left,Pieces In Slot,F2L37_Back Left.png,F2L37,(L U' L') l' U2 L2 U L2 U l,(f' L f) U' L U2 (L' U2 L) U' L',,,l' U' L2 U' L2 U2 l (L U L')
Basic Algorithms,Back Left,Pieces In Slot,F2L38_Back Left.png,F2L38,L (U L' U' L) U2 (L' U' L U) L',L U' (L' U' L U) L' U' (L U2 L'),,,L (U' L' U L) U2 (L' U L U') L'
Basic Algorithms,Back Left,Pieces In Slot,F2L39_Back Left.png,F2L39,L U (L' U2 L) (U' L' U L) U L',L (U' L' U L) U2 (L' U L U') L',,,L U' (L' U' L U) (L' U2 L) U' L'
Basic Algorithms,Back Left,Pieces In Slot,F2L40_Back Left.png,F2L40,l U' l' U2 l U l' (L U L'),(f' L f) U2 L U (L' U L U') L',,,(L U' L') l U' l' U2 l U l'
Basic Algorithms,Back Left,Pieces In Slot,F2L41_Back Left.png,F2L41,(f' L f) U' L U (L' U L U) L',L2 (F U F') U' L' U L',,,L U' (L' U' L U') L' U (f' L' f)
Basic Algorithms,Back Left,Pieces In Slot,F2L42_Back Left.png,F2L42,It's ready,,,,It's ready
